applicant_id,age,gender,region,exam_score,ad_clicks,site_visits,time_on_site,ad_source,enrolled
814,28,M,Far-East,38.90382001278979,2,4,12.062254975510767,Yandex,0
815,27,F,Central,76.72087251773519,5,5,28.45803273548656,Social,0
816,20,M,Central,63.14491780972873,1,3,6.260371389179575,Social,0
817,21,M,Far-East,48.92422880977664,6,4,23.77847841759705,Google,0
818,19,F,South,77.26695872803582,1,4,4.528409773388389,Yandex,0
819,34,M,South,56.55946751350245,2,3,24.670698589237105,Social,0
820,35,F,Central,55.13927513197316,8,3,6.085465714588141,VK,0
821,16,M,North-West,51.99982067970073,6,6,86.78379083854279,Social,0
822,35,F,Far-East,53.608140200245046,1,5,52.0359214248782,VK,0
823,32,M,Siberia,53.06750893099784,1,4,14.172524334084859,Social,0
824,27,M,South,69.92460763432001,5,6,24.185572574493275,Google,0
825,30,F,North-West,88.2595435738318,4,3,33.724276135272824,Yandex,0
826,16,M,South,44.049058298552076,4,6,22.96588276576337,VK,0
827,29,M,North-West,59.8849000430862,1,4,33.59865442372423,Social,0
828,21,F,Far-East,62.539201508658955,1,7,7.380340816332318,Social,0
829,20,M,Far-East,71.96844091497641,4,9,2.5904910280252533,Yandex,0
830,26,M,Far-East,79.82484673409544,4,9,2.637962106162867,VK,0
831,19,F,Central,62.609568510430314,0,2,20.66894205000739,VK,0
832,28,F,North-West,55.44369200091967,2,1,12.687193538514421,VK,0
833,26,F,Siberia,73.67105896712013,0,2,34.15387495640584,Yandex,0
834,18,F,Siberia,40.398535671375456,3,8,1.207645075750564,Social,0
835,16,F,Far-East,32.840071060380474,2,9,15.769001035624443,Yandex,0
836,21,M,Siberia,100.0,2,2,3.45847567241941,VK,0
837,33,F,South,52.88182750077499,2,9,24.386909802532287,Yandex,0
838,25,M,North-West,58.79412016115563,5,7,7.838582549854172,VK,0
839,20,F,North-West,73.15723771327588,6,3,5.438336475199257,VK,0
840,25,M,North-West,70.20491388688414,2,8,0.1624347256024331,Google,0
841,27,M,South,78.27857458610283,5,9,14.33748753373311,Social,1
842,17,F,Central,79.0644462077072,5,4,18.477152610416624,VK,0
843,28,M,South,43.36318313159008,6,3,23.962484425896434,Yandex,0
844,23,M,North-West,84.0392101679769,3,7,86.89728308285723,Google,1
845,17,F,North-West,72.66064806438455,1,5,16.671528781602735,VK,0
846,35,F,North-West,70.6702347164033,3,4,21.127018419010483,VK,0
847,16,F,Siberia,71.33777216512404,0,2,17.935074049563006,Social,0
848,20,F,Central,31.515659658822244,4,5,23.316495433484207,Social,0
849,24,M,South,61.851155154073396,3,3,50.96813268692395,Google,0
850,32,M,North-West,50.501369043278544,5,4,67.5732726082475,Yandex,0
851,24,M,Far-East,48.34079710001988,1,9,17.40865047385028,Google,0
852,26,M,Central,57.68183598976432,1,5,17.757154785094787,Social,0
853,30,M,Far-East,77.3817822617174,3,5,35.40818340767724,Social,0
854,21,M,Central,69.30789916809191,2,8,0.3184488629323407,Google,0
855,18,F,North-West,71.5621199663242,2,9,4.285518547190549,Google,0
856,32,M,Central,58.305008042718526,1,4,3.852529725140487,VK,0
857,20,M,Central,70.64446668786599,4,6,1.4986605982352152,Google,0
858,27,M,North-West,62.0142557698885,2,6,8.919107677941025,Yandex,0
859,33,F,Far-East,79.23685383569278,5,4,27.889376748123755,Social,0
860,29,F,Far-East,75.43489316448665,5,9,18.099616005716012,Google,0
861,26,F,Siberia,67.39726434090724,2,4,6.228722772097312,Social,0
862,24,F,Far-East,52.98060124049565,3,2,44.45874375594122,VK,0
863,17,M,Far-East,69.09484856735675,4,4,7.490728332042885,Yandex,0
864,27,M,Central,68.6367905508705,4,2,14.816137816939536,Yandex,0
865,18,M,Siberia,66.79000980608167,3,3,0.8810453764611069,VK,0
866,18,F,North-West,57.86205405295324,4,0,36.76753715272038,Google,0
867,16,M,North-West,55.181870283828744,4,8,75.72384230721693,Google,0
868,23,M,South,69.83555599591375,9,12,44.36804447641272,Google,1
869,23,M,Siberia,52.13457998101128,5,3,10.505703172040903,Google,0
870,26,F,Central,61.223445871026826,2,2,3.413466147657693,Social,0
871,24,F,South,73.80301903787505,2,5,7.209269105744078,VK,0
872,20,F,South,71.62232058890528,1,0,49.59380526334675,Yandex,0
873,29,M,North-West,47.640990344386154,3,4,72.97169788404078,Google,0
874,18,M,Far-East,69.47787058015363,2,4,1.2350157463597498,Google,0
875,20,M,Central,95.47822103045252,5,5,2.8382951310196267,Google,0
876,20,M,Siberia,75.13393274096478,5,5,34.41429460781126,VK,0
877,34,F,South,60.881176316734404,1,8,3.7709236387447884,VK,0
878,29,M,Central,84.61241961847611,4,4,9.781997254115762,Social,0
879,19,F,North-West,97.98782056833629,2,5,0.7431938778986873,Yandex,0
880,28,M,South,77.95034771907062,4,7,4.6509317713824,VK,0
881,25,F,South,39.02664515049412,2,4,3.8977417717634766,Social,0
882,33,M,North-West,74.25219618107893,6,9,33.89688230484206,VK,1
883,23,M,North-West,85.23181434260248,2,6,1.232773090843951,Social,0
884,23,F,North-West,34.04092355595332,4,4,18.122316008271774,Social,0
885,22,F,Central,79.05673261976389,5,5,17.55640845279078,Social,0
886,23,M,Central,61.95317395591248,5,7,59.56426472224224,Google,0
887,29,M,Central,84.7315769278577,1,7,2.1043582558939633,Social,0
888,34,M,Far-East,63.932659523064075,2,9,20.537054842044142,VK,0
889,21,F,South,70.14838578075505,0,5,28.536120116097234,Social,0
890,16,M,Central,70.39988959131013,8,6,0.16410576494740903,Google,0
891,30,F,Far-East,75.71166032008884,6,4,20.86112049707523,VK,1
892,16,M,South,71.70656068586504,1,5,2.4377634442724556,Google,0
893,32,M,Central,51.51354301083204,4,7,19.89445312852203,Social,0
894,16,M,North-West,61.05313209559346,1,3,6.759413287878462,VK,0
895,30,M,Siberia,64.90129320030474,2,0,2.320321087033195,Google,0
896,17,F,Central,83.45536583942754,5,4,12.168328937097552,Social,0
897,29,F,Siberia,72.26488156554058,3,2,19.524576537287956,Google,0
898,23,M,Central,55.13614576565293,1,3,7.623912481747347,VK,0
899,23,M,North-West,51.20457021858036,4,4,14.988163321092298,VK,0
900,34,M,Siberia,74.82120828742201,3,4,9.219901566430682,Social,0
901,22,F,Far-East,57.877643236842886,2,3,56.05283478305413,Yandex,0
902,34,M,North-West,76.29791291085161,3,4,18.122570268173824,Google,0
903,21,F,Siberia,64.16320659639466,3,5,7.854411551275041,Social,0
904,21,F,Siberia,86.90158859371704,1,5,4.895999903017153,Google,0
905,18,F,North-West,53.944761863221075,1,3,17.231237600007514,Social,0
906,22,F,North-West,86.58144668635043,4,5,78.67709957102699,Google,1
907,34,M,North-West,79.75214660843844,5,3,13.044427785432038,Yandex,0
908,23,M,South,58.39405035332001,6,2,48.54079346555888,Yandex,0
909,25,F,Far-East,51.82500801329397,1,6,15.109062990858185,Yandex,0
910,35,M,Central,93.91532084736222,3,5,32.59798841775428,VK,0
911,30,M,Siberia,51.4605706189067,3,9,17.818675472599395,Social,0
912,30,M,Central,69.59574201113689,1,4,17.575628003605054,Google,0
913,16,F,North-West,70.1803529110176,4,8,10.942706625602877,VK,0
914,35,M,Far-East,65.15006668621817,1,7,23.222502831864425,Yandex,0
915,22,M,Far-East,76.72015159054172,3,8,13.622600891468991,VK,0
916,19,M,South,51.04143938365006,3,3,37.2821083073961,Google,0
917,21,M,North-West,93.99597838566186,7,5,51.11976186442979,Yandex,1
918,16,M,Siberia,52.6322216979939,5,7,13.519140999093704,Yandex,0
919,20,M,South,62.84099923975898,2,6,6.10624486206126,Yandex,0
920,16,M,North-West,43.427346449065524,7,5,11.946294013730812,VK,0
921,19,M,South,80.69169658771362,5,5,24.36185744354024,Yandex,0
922,17,M,Central,93.3216631821878,5,2,13.970588349440005,Google,0
923,25,M,North-West,95.12212904206156,1,6,10.093664773878908,Social,0
924,20,F,Siberia,82.02081553228797,5,7,0.5455637491866145,VK,0
925,25,M,Siberia,59.43286884567691,3,1,4.059638960864619,Yandex,0
926,16,F,North-West,65.02579152585045,4,6,36.76442174605882,Yandex,0
927,21,M,South,60.15643331050039,2,2,28.90090376787572,Social,0
928,28,F,Far-East,46.8027396904964,1,5,1.7488693418678936,Google,0
929,30,F,North-West,60.56778898210085,6,5,2.245636796293074,Social,0
930,19,M,Siberia,78.63142220171645,2,8,54.31360188439964,Social,0
931,28,F,Central,51.99523969118742,3,3,31.93721014217306,Google,0
932,35,F,Siberia,30.78519603495858,3,5,10.420869559530724,Google,0
933,30,F,Far-East,46.20495020976928,1,6,71.9837353745257,VK,0
934,23,M,Siberia,77.27326874818473,1,6,72.25112569596543,VK,0
935,20,F,Far-East,39.22694156680815,3,3,121.72604520860378,Social,0
936,30,F,North-West,57.92011741064998,2,5,9.554788880658162,Google,0
937,19,M,Siberia,59.245671019947274,3,7,15.22162452758836,Google,0
938,27,F,South,68.87001496504243,2,4,21.05524010122064,Social,0
939,28,F,South,68.5190726159387,5,7,34.12746416999678,Social,0
940,17,F,Siberia,71.0032758625801,3,4,4.3203339636576,Social,0
941,34,M,Siberia,62.769813666928535,2,7,7.927844850977115,Google,0
942,34,F,Central,50.83205813451049,2,5,8.845699663445243,Google,0
943,19,M,Siberia,78.52103135242076,6,7,35.99395806262681,Google,0
944,19,F,Central,38.544141852695105,5,5,12.991648167549037,VK,0
945,26,F,Central,76.71885786494386,4,2,17.295787084718782,VK,0
946,20,F,Central,82.16139041811941,5,2,30.473218841182735,Social,0
947,35,F,Central,100.0,4,3,20.288325403241927,Social,1
948,26,M,North-West,53.68711821807283,5,2,49.032102974281536,Social,0
949,25,F,South,56.59713228988541,3,2,3.3388440157275934,Google,0
950,23,M,Central,65.79991948774158,2,6,12.75597472772641,Yandex,0
951,21,F,South,64.68103921981779,1,4,9.816538989594667,Google,0
952,21,M,Central,77.51934773371742,3,6,33.846344472437934,Social,0
953,23,F,South,72.83696176085144,4,5,13.17016883141077,Social,0
954,30,F,Siberia,59.72176738789322,3,6,50.823131042137184,VK,0
955,29,M,Siberia,63.528718814055956,4,4,6.584467177736326,Yandex,0
956,26,M,South,78.99981176977852,3,6,5.6580586200572105,Google,0
957,27,M,Central,46.007061350545,2,8,17.660564978719748,Yandex,0
958,28,M,North-West,61.49451779710732,3,10,1.0188519181204674,Yandex,0
959,23,F,South,73.32084953976381,3,1,21.57626558575555,Yandex,0
960,33,M,Far-East,48.99996893337858,2,4,29.106648667751497,Yandex,0
961,16,M,North-West,30.0,4,7,6.090615755923928,Yandex,0
962,30,M,Far-East,86.69864680252678,3,8,8.819740879817573,Social,0
963,23,F,South,64.69290197046065,1,2,21.88267341839156,Google,0
964,26,F,Central,46.136496052095254,0,8,16.30009706979843,VK,0
965,27,F,Far-East,78.80628954970288,3,5,19.76296014066335,Social,0
966,27,F,South,61.875377645454456,4,5,16.429307709393715,Yandex,0
967,19,M,North-West,49.477776671381136,4,7,13.771067121635516,Yandex,0
968,31,F,Central,70.54593111550913,1,5,0.6127993234639925,VK,0
969,19,M,Far-East,65.77329773316772,4,3,9.312568912477186,VK,0
970,20,F,South,55.802167784188995,1,6,18.516393140047853,Google,0
971,20,M,Central,53.45580855459073,7,4,32.12637228444629,Social,0
972,23,M,Central,49.60790633612962,0,2,39.6987986781089,Google,0
973,25,M,Siberia,76.03328203220333,3,2,8.980598125969056,Google,0
974,32,M,Central,46.27465283432467,6,4,24.042805508173814,VK,0
975,24,M,South,53.03740129281488,4,9,1.721180706339656,Yandex,0
976,34,F,North-West,66.51731442049346,7,6,8.993810394343416,Social,1
977,29,M,Siberia,86.8832493097438,4,3,3.4680687169232445,Social,0
978,23,M,South,66.99349979788134,3,7,12.698476083883634,VK,0
979,24,M,South,73.82259870417923,0,5,20.452744344500978,Social,0
980,26,M,South,66.53313499611961,3,1,56.632985421821296,VK,0
981,16,F,Far-East,78.59655301898077,1,5,37.21816840318411,Google,0
982,29,F,Far-East,94.06344080586356,5,3,3.5883951140526573,Social,1
983,20,M,North-West,58.43411636919728,2,3,28.79528162574724,Google,0
984,29,M,South,65.21061227011761,3,6,17.24935172583313,Social,0
985,19,M,Far-East,67.60292039201744,5,4,34.221537926975664,Yandex,0
986,16,M,Far-East,72.94715098525458,4,5,12.95743637234911,Google,0
987,34,F,Far-East,66.98622464830451,2,8,4.504807698274163,Google,0
988,23,F,North-West,56.84388334451113,2,5,1.613408794655419,Social,0
989,30,M,North-West,64.89356210641114,2,7,6.193339056461755,Social,0
990,30,M,South,100.0,2,4,4.316940623799735,VK,0
991,24,M,Siberia,69.70825658185962,2,7,18.83643268348576,Google,0
992,24,M,South,36.3384434649179,3,7,20.69150304456818,Google,0
993,25,M,Far-East,59.076590309093575,2,6,11.663840323776533,VK,0
994,35,F,Far-East,65.20092694581008,2,7,12.139273271669744,Yandex,0
995,24,F,Central,62.891383381552316,4,6,40.21943779094613,Yandex,0
996,18,M,South,63.9734244676276,2,5,3.1141052030743204,Google,0
997,35,F,Far-East,69.29400522768412,2,6,2.2970840603885017,Google,0
998,26,F,Far-East,72.62917354214633,0,7,1.4967581051925092,Social,0
999,21,F,Siberia,68.88254609102638,2,3,12.918364134694897,Yandex,0
1000,17,M,Central,79.25936817755249,7,4,30.367163029611234,Yandex,0
1001,22,F,South,42.56975560704417,2,6,22.151829492234384,VK,0
1002,33,F,North-West,61.21014176435368,1,3,1.8465754092668436,Social,0
1003,17,M,South,71.5140090371563,3,6,14.031475838232447,Yandex,0
1004,32,F,South,68.84244529479237,2,6,0.8358474945187601,Yandex,0
1005,26,M,Siberia,55.21550893258156,6,7,2.7241966893694274,Social,0
1006,27,F,South,57.02157885705072,1,3,4.694515545756246,Yandex,0
1007,34,M,Siberia,52.37416598005117,2,3,11.188565181272352,Google,0
1008,22,M,Siberia,79.64999742839929,3,4,9.123229762107346,Yandex,0
1009,35,F,Far-East,37.21845118213217,3,7,22.848725076522356,Social,0
1010,21,F,North-West,45.77699828789723,2,5,28.607804976751225,Google,0
1011,16,M,Siberia,71.27963476145459,3,8,47.55469288318389,Yandex,0
1012,32,M,Central,73.14762784649072,4,4,18.688926058807866,Social,0
1013,26,F,Central,41.233683077343386,3,5,6.013932841565359,Yandex,0
1014,33,F,North-West,74.39659625680909,1,4,14.287200388769783,Yandex,0
1015,32,F,Siberia,67.7075695083363,4,8,20.39348919991944,Yandex,0
1016,22,F,North-West,72.73494207406333,4,2,4.060552254039425,Yandex,0
1017,32,M,Far-East,66.08679694716406,4,8,10.780572252554826,VK,0
1018,35,M,Central,71.38207087370141,2,1,7.691488405513601,Yandex,0
1019,24,M,South,71.90042127674883,6,5,20.7547008408652,Google,0
1020,32,F,Central,72.07865622761214,3,5,1.9313048454058954,Google,0
1021,35,F,Siberia,68.66098565739705,0,2,34.38300045034421,VK,0
1022,23,M,North-West,63.71657237399212,4,6,2.0102479635831347,Google,0
1023,32,M,Central,63.80537032691322,2,9,35.65671290453532,Social,0
1024,22,M,South,68.4524930536909,1,3,2.985580380736534,VK,0
1025,16,M,South,77.38121177373105,0,6,29.7912236573462,Yandex,0
1026,28,M,North-West,94.47111502473909,2,3,40.19332791968647,Social,1
1027,34,M,North-West,72.92702457454315,3,4,17.26220126485494,Yandex,0
1028,34,F,Central,70.66111375834906,1,5,47.06806785663617,Social,0
1029,32,M,Siberia,83.23144720529083,1,1,6.9229501651669345,Social,0
1030,28,M,Far-East,70.9468956956141,4,5,8.168131421170546,Social,0
1031,31,M,South,49.09535324297658,2,6,9.42536832835693,Yandex,0
1032,23,M,North-West,54.00003959858173,0,1,65.64181376446483,VK,0
1033,34,M,Far-East,92.43379512809787,3,1,1.4665089593268008,VK,0
1034,33,M,Far-East,54.29849898332709,4,2,0.15920553503000812,VK,0
1035,16,M,Far-East,73.55220986970443,1,10,1.0676475757422532,VK,0
1036,29,F,Siberia,50.169408266389254,2,4,13.438440962375706,Social,0
1037,34,M,North-West,84.26440614590442,4,6,4.979505470777571,Yandex,0
1038,30,F,South,58.097450471856135,0,7,13.353772212492643,VK,0
1039,33,F,North-West,66.24169304992431,5,3,15.193496503757126,VK,0
1040,17,F,Central,61.57638578422143,4,6,13.254145086010944,Social,0
1041,32,M,South,72.5729994844292,1,3,11.895224610942662,Yandex,0
1042,33,M,North-West,67.5731757584498,3,8,9.990200845819622,Google,0
1043,21,M,South,78.64946206116944,3,11,7.803234270427824,Google,1
1044,34,M,Central,74.82900333279301,2,4,7.805770753890129,Social,0
1045,19,M,South,69.22747252349761,1,2,4.738704131124829,Yandex,0
1046,16,M,Far-East,74.77080068280257,2,7,10.123278547581055,VK,0
1047,23,M,Siberia,75.50554204471526,1,4,15.913563365310093,VK,0
1048,22,M,Central,59.03811245323047,3,2,56.10985086317886,Social,0
1049,18,M,South,57.89436292798083,5,5,25.828291462264566,Google,0
1050,25,M,Central,88.2814251150808,4,5,48.3208072285662,VK,1
1051,25,F,Far-East,75.59424714715622,6,5,4.930111101021978,Yandex,0
1052,34,M,Siberia,71.06599281392245,2,2,5.710861464598166,Social,0
1053,29,M,Central,52.974814449983235,2,7,7.239202566783469,VK,0
1054,17,M,Far-East,38.17628771173672,1,5,68.3684266868862,Social,0
1055,16,F,Far-East,60.60997081383786,2,8,15.00563807882876,Google,0
1056,33,M,Far-East,58.21011325103257,3,5,34.55222369190358,Social,0
1057,22,M,South,60.345118140070596,4,7,33.603860309848784,Social,0
1058,23,F,North-West,77.79284659102647,3,3,43.34163413506411,Google,0
1059,16,M,Central,87.9111381314653,5,4,4.6077727165723665,Yandex,0
1060,18,F,North-West,81.6419927293197,2,6,14.583235797888282,Google,0
1061,23,F,Far-East,55.91424625027108,3,5,17.955415177536555,Yandex,0
1062,30,F,North-West,73.07260919791264,0,4,14.41024281586566,Google,0
1063,20,F,Far-East,57.69019195836812,3,3,38.48344392136788,Social,0
1064,18,M,Far-East,37.38332401369901,2,5,55.41590341597185,Yandex,0
1065,34,F,Siberia,63.853106737407856,2,6,4.9999581988999715,Social,0
1066,16,F,Siberia,83.9108802358296,4,3,1.1925195999413836,Yandex,0
1067,30,M,North-West,59.97957547237601,4,6,26.6200810850233,Google,0
1068,23,M,Central,77.49836792217447,2,6,14.24688344916855,Social,0
1069,17,M,North-West,55.015916331363165,3,5,55.8596823068768,Google,0
1070,18,F,Central,75.32747698368684,6,4,24.71054767079238,Google,0
1071,29,M,North-West,61.34600738370407,0,3,7.490488091630717,Yandex,0
1072,29,F,South,87.85052829694692,2,3,15.153542929525374,VK,0
1073,26,F,South,60.300161119938025,0,4,45.76219912545269,Yandex,0
1074,31,M,Central,56.86420604476558,4,7,37.71665815378286,Yandex,0
1075,19,M,Siberia,87.07231497760321,1,6,12.591916619109691,Social,0
1076,35,M,Central,56.34742634495737,1,3,5.015399264678228,Yandex,0
1077,20,M,North-West,68.1924891068802,4,7,2.248857186555383,VK,0
1078,29,M,Far-East,56.455507946862696,1,6,3.7675250315212176,VK,0
1079,31,M,South,78.86145070163428,2,5,11.67270335841577,Google,0
1080,33,F,Far-East,84.45319507041494,1,3,25.21585212410256,Google,0
1081,22,F,South,54.882078831271784,6,6,3.768865680772429,Social,0
1082,25,M,North-West,73.19508283333671,8,2,22.956422480858745,Yandex,0
1083,22,F,South,74.5873543555886,4,6,7.266498193237766,VK,0
1084,16,F,Central,66.89300758365945,2,6,19.662446119427965,Social,0
1085,34,F,Far-East,87.88386729183526,1,4,13.31917142262808,Social,0
1086,31,F,Far-East,87.770394373557,3,7,41.263407468003315,Yandex,1
1087,34,F,North-West,52.21032635546523,2,6,51.69563715611389,VK,0
1088,19,F,Far-East,83.12987162564652,3,4,9.722162406375825,Yandex,0
1089,33,M,North-West,72.59923489884652,5,4,9.224124437257611,Yandex,0
1090,17,M,Siberia,68.66011444474279,2,5,18.982010584962996,Yandex,0
1091,16,M,Central,61.51712007652504,2,4,6.941629569413411,VK,0
1092,30,F,South,42.765622650138944,7,7,17.627314258686646,Google,0
1093,20,M,South,69.24532429172581,5,6,10.609778822341191,VK,0
1094,35,M,South,69.61801381215864,5,3,12.945550484048756,VK,0
1095,26,M,Siberia,94.92100929062335,3,4,31.317245335871394,Yandex,0
1096,25,F,Central,54.8882153148007,2,5,2.3460505519015613,Yandex,0
1097,17,M,Far-East,40.890931942914165,3,7,3.2208284753721035,VK,0
1098,18,F,Far-East,47.31240171895537,4,4,2.4398564170668937,Social,0
1099,27,M,Central,88.86834799652362,4,5,19.447506482625517,Google,1
1100,35,M,Central,58.283155724547505,1,7,40.444064454878045,Yandex,0
1101,20,M,South,85.45737760400564,2,8,46.45542370068772,Google,0
1102,20,F,Far-East,65.09384811456107,5,10,14.810393509155421,Google,0
1103,21,F,Central,50.37970521923634,1,4,20.903134806258215,Yandex,0
1104,24,F,Far-East,95.0197693529924,4,5,23.447421854784952,Yandex,0
1105,17,F,Central,84.76665046588887,4,2,12.360516972135711,VK,0
1106,27,F,North-West,62.30724820652693,3,3,21.129142689708893,Yandex,0
1107,18,M,South,79.95196649191382,5,6,8.733086179610247,VK,0
1108,35,M,Central,66.84593549789426,3,2,19.747225856217767,Social,0
1109,27,F,Siberia,71.5638142187949,6,6,13.715880415092833,Social,0
1110,32,F,Central,91.43482478242714,2,4,3.508012588826532,Social,0
1111,25,M,North-West,42.205487202235624,4,3,37.28667332497822,VK,0
1112,29,F,Siberia,59.62041663817806,4,6,6.181729346590087,Social,0
1113,32,M,Siberia,65.4381652356611,4,5,2.2036583119140243,Social,0
1114,33,F,Central,70.01739812518014,3,8,35.52955056878212,Yandex,0
1115,34,M,North-West,46.269704147642564,0,3,40.01849383537425,Yandex,0
1116,32,F,Siberia,78.75394180807757,0,5,0.986861387492261,Google,0
1117,29,F,South,47.69050713665196,3,8,55.3529995703435,Google,0
1118,24,M,South,46.25294139087286,1,6,1.453035781211145,Google,0
1119,23,M,Far-East,61.23822400945317,6,7,4.683658774121242,VK,0
1120,17,F,Far-East,93.43253629088751,4,6,0.12648003008042277,Yandex,0
1121,28,F,North-West,100.0,6,4,0.2949501150388316,Social,1
1122,22,M,Siberia,72.327832691424,1,9,1.7752725967262304,Social,0
1123,24,F,South,61.42702939598584,5,5,43.32925015099697,VK,0
1124,26,M,South,67.344690467239,4,2,1.1762311124118414,Google,0
1125,29,M,North-West,70.02364904689911,4,3,27.31945184925118,VK,0
1126,19,F,Siberia,86.99598086901514,2,3,16.927115150187607,Google,0
1127,28,M,North-West,46.7277738189609,2,9,30.98758660019762,Google,0
1128,17,M,Central,82.916972079915,4,6,35.713303647997094,VK,0
1129,20,F,South,43.59893653933392,3,3,10.976597646553047,Yandex,0
1130,26,M,North-West,57.78656436779565,6,5,3.304199337853727,Yandex,0
1131,21,M,North-West,64.96143704471936,2,6,0.029673848813323734,Yandex,0
1132,33,M,Central,71.16718546294402,5,7,43.84837701196049,VK,1
1133,25,M,Far-East,64.94593222829826,2,8,15.72486209652565,Yandex,0
1134,19,F,South,67.62597570190084,1,3,14.43199253088265,Google,0
1135,24,M,North-West,65.60659759266498,2,6,27.01072490772743,VK,0
1136,21,F,South,42.18878712786666,5,2,7.942718166250539,VK,0
1137,17,M,Far-East,73.62702655476693,3,5,100.7793450687703,Yandex,1
1138,32,F,North-West,77.16958258546639,9,8,16.791287818121965,VK,1
1139,20,M,Central,85.13979867517219,1,5,1.4748264874772066,VK,0
1140,21,F,South,92.70600826832623,3,2,3.7961477195742175,VK,0
1141,27,M,Central,71.16250711671474,4,3,7.098801423363681,VK,0
1142,25,M,Far-East,86.17267682809643,1,6,3.372007087584816,VK,0
1143,21,M,Far-East,65.27149946485842,3,5,47.777378953269825,Social,0
1144,23,M,South,43.24372638151846,2,9,12.248263078047735,Google,0
1145,17,F,Far-East,79.4162895236296,1,5,10.847189765918499,Yandex,0
1146,27,F,Siberia,76.09285226082358,3,5,28.077426871098474,Social,0
1147,28,M,South,65.00940247754629,4,5,34.780738866358,Yandex,0
1148,22,F,Siberia,64.06577264141526,2,9,6.082602829779073,VK,0
1149,25,M,Far-East,72.16999081170407,1,5,0.9689127608450749,VK,0
1150,28,M,South,59.93650117045702,2,5,3.068734518991288,Social,0
1151,32,F,Siberia,71.63386009541813,5,8,39.360320574316724,Yandex,1
1152,29,F,Far-East,51.16707555328584,2,4,10.783698187190316,Social,0
1153,17,F,North-West,52.852610644792065,2,3,5.074210115317835,VK,0
1154,26,M,North-West,45.19116050735268,0,8,86.5897712462384,Google,0
1155,16,M,Central,98.6608776790512,1,5,4.924924681616723,Yandex,0
1156,34,F,North-West,66.09623196391173,1,8,32.52532615124119,Google,0
1157,19,M,Siberia,83.12385098979837,0,6,163.13522026527102,VK,1
1158,34,F,North-West,48.54825755878284,4,3,3.0309810372168267,Yandex,0
1159,26,F,South,62.274702826617954,1,3,22.806320290771485,Google,0
1160,23,F,South,73.27247794993639,6,6,35.9251878035662,VK,0
1161,26,F,South,87.06893187808723,1,5,50.6881110120346,Google,0
1162,19,F,North-West,55.96259196630445,2,5,7.006668010486356,Social,0
1163,32,F,North-West,58.962095020899454,3,4,1.6433348223896975,Yandex,0
1164,22,M,Central,53.12070859980302,4,4,0.7827951446782105,Social,0
1165,23,M,Far-East,63.19080245544671,0,6,8.857591008760052,Yandex,0
1166,18,F,Central,49.70227268774715,5,5,3.307635238054436,VK,0
1167,17,F,Siberia,43.448866426125335,6,2,9.036927749843613,VK,0
1168,30,F,South,68.88018628224854,1,6,45.60188746986764,Google,0
1169,20,M,North-West,75.05894939166605,2,7,5.29548634275136,VK,0
1170,16,F,Far-East,47.914356671328676,1,6,17.48657963138079,Social,0
1171,19,F,Far-East,54.88261655812451,4,5,75.67595008158476,Yandex,0
1172,30,F,North-West,63.500788971883686,4,10,9.554664758744316,Social,1
1173,35,M,Central,90.6012853208622,4,5,4.822701688280048,Social,1
1174,34,F,Far-East,30.0,4,5,58.620288385073955,Social,0
1175,18,M,Central,71.67456939679073,7,2,17.367042711432074,VK,1
1176,35,M,North-West,75.18879778550316,4,6,1.1240528671815206,VK,0
1177,26,F,Central,54.3179448243306,3,7,2.7668051644262337,VK,0
1178,32,M,South,59.761557868769486,8,7,17.391191961162992,Google,0
1179,28,M,North-West,69.99485119667176,5,6,13.208289610869159,VK,0
1180,26,M,North-West,64.55548494374635,4,3,11.886621034308497,Yandex,0
1181,17,F,Far-East,90.48591128595451,6,2,15.844813847612631,VK,0
1182,24,M,Far-East,66.53967654460658,3,4,9.026390356729058,VK,0
1183,17,F,Far-East,77.91835122649766,3,3,35.878873937512985,Google,0
1184,24,F,South,71.75386536784613,1,11,58.429472679350724,Google,0
1185,24,F,South,75.41178280776663,3,4,7.564765964733015,VK,0
1186,23,M,Siberia,53.33916847342762,3,3,22.704197769237147,Social,0
1187,32,F,North-West,68.01783589100664,4,5,9.530612396292765,Google,0
1188,16,M,Far-East,64.01654110955381,1,4,3.40914426144041,Google,0
1189,26,M,North-West,54.25662485865476,4,2,4.7059663499599225,Google,0
1190,23,M,Central,78.875262021837,2,2,5.543653296219869,Google,0
1191,25,M,South,34.7689788970671,2,2,13.564622692121029,Social,0
1192,22,F,Siberia,85.20431328857073,5,6,6.079014806704257,Social,0
1193,18,F,Central,31.718671180379594,1,5,14.458934980277093,Google,0
1194,18,M,North-West,62.694100089540306,1,6,0.0022429197033239897,Yandex,0
1195,33,F,South,79.11742798620126,0,7,7.484321177423457,VK,0
1196,20,F,Far-East,47.17427191765921,2,10,9.893180588690878,Social,0
1197,27,F,Central,71.35609515262016,5,7,19.48785398935959,VK,1
1198,27,M,South,69.73433496242575,2,6,0.9728583988678525,Social,0
1199,34,F,North-West,69.8994794338519,2,3,51.283655314413195,VK,0
1200,21,M,North-West,59.76947546839813,1,8,7.438877287391379,VK,0
1201,17,F,Central,58.02051254773497,2,5,13.661486580167043,Social,0
1202,27,M,Central,41.448120775315324,2,1,23.750789067067863,VK,0
